Opt_Level,Region,Size,Run_Iteration,FLOPs_per_cycle,AI,IPC,vIPC,DP_per_vec,%L1m,%L2m,%L3m,%Stall
-O2,-DTIME_REGION=1,-DSIZE=128,1,0.31878909568306435,0.0,1.2887867789018457,0.31878909568306435,1.0,99.06990521327013,27.536925192848173,0.0,53.108348134991125
-O2,-DTIME_REGION=1,-DSIZE=512,1,0.18031882028257198,0.0,0.7228144608751768,0.18031882028257198,1.0,99.7204234995998,158.59074240326237,0.0,73.73645837624089
-O2,-DTIME_REGION=1,-DSIZE=2048,1,0.03427992280442973,0.01596140129652305,0.13718847404385295,0.03427992280442973,1.0,100.33338277098598,104.32875771043433,93.47980036573522,92.98008194763032
-O2,-DTIME_REGION=2,-DSIZE=128,1,0.7745900354309723,0.0,1.835214623898661,0.7745900354309723,1.0,96.78391377412065,54.31684828164292,0.0,48.80381274887907
-O2,-DTIME_REGION=2,-DSIZE=512,1,0.3595305341803661,46.255639097744364,0.841877625860981,0.3595305341803661,1.0,100.16015581905818,157.90952941623303,0.06364214928629876,47.41324442959063
-O2,-DTIME_REGION=2,-DSIZE=2048,1,0.11511186864616521,0.05521558339905213,0.2688273700311054,0.11511186864616521,1.0,99.9470606665269,105.29668983642428,80.51409864109729,85.3550277959731
-O2,-DTIME_REGION=3,-DSIZE=128,1,0.707976838648345,0.0,2.133926770950364,0.707976838648345,1.0,3.2279686190875165,225.6724870221803,0.0,2.2599602454411896
-O2,-DTIME_REGION=3,-DSIZE=512,1,0.7405881145341096,0.0,2.2238652907707115,0.7405881145341096,1.0,3.141076681749048,220.59502125075895,0.0,0.2685746895664572
-O2,-DTIME_REGION=3,-DSIZE=2048,1,0.6479601599813134,0.2910033879941565,1.9443119071223487,0.6479601599813134,1.0,9.544220405368419,84.42154158985197,50.256930197406305,46.532428513783316
-O2,-DTIME_REGION=4,-DSIZE=128,1,0.47933570163704137,0.0,1.4551651358541846,0.47933570163704137,1.0,97.26979331902028,4.326158606045515,0.0,53.22085695244419
-O2,-DTIME_REGION=4,-DSIZE=512,1,0.1818599439921331,16352.0,0.5471849088566817,0.1818599439921331,1.0,99.33166522578088,219.0790729849872,4.382051786882609e-05,79.23014934223804
-O2,-DTIME_REGION=4,-DSIZE=2048,1,0.03761274497177719,0.014059097034267824,0.11292116393709094,0.03761274497177719,1.0,100.16477562711799,142.08375070148577,78.0479379791788,95.35406150747853
-O3,-DTIME_REGION=1,-DSIZE=128,1,0.5424619731265811,0.0,1.3730740168862314,0.27123098656329053,2.0,99.95219313971555,64.73753437761569,0.0,62.98827162521765
-O3,-DTIME_REGION=1,-DSIZE=512,1,0.34936161326493015,2052.0,0.8753659467663009,0.17468080663246507,2.0,99.99695676321335,141.12679271122607,0.001080742253779896,77.37946867389272
-O3,-DTIME_REGION=1,-DSIZE=2048,1,0.0700419071178674,0.03276994169501284,0.17519388180181145,0.0350209535589337,2.0,100.62055233494671,102.65744586425602,92.30212106967343,94.91502689827607
-O3,-DTIME_REGION=2,-DSIZE=128,1,0.8322048172477682,0.0,1.973623041940374,0.8322048172477682,1.0,98.33625218914186,29.385574354407833,0.0,44.68923698837797
-O3,-DTIME_REGION=2,-DSIZE=512,1,0.5193941052895413,0.0,1.2165423898740522,0.5193941052895413,1.0,99.4173180771119,145.5093118393114,0.0,59.53967568209326
-O3,-DTIME_REGION=2,-DSIZE=2048,1,0.11703907235412782,0.05002207694170263,0.273346992687271,0.11703907235412782,1.0,99.98342312671224,103.91236254613511,90.03324290402426,93.92906155403278
-O3,-DTIME_REGION=3,-DSIZE=128,1,1.432877590881264,0.0,2.4120339328921667,0.716438795440632,2.0,6.473003802281369,210.4793233082707,0.0,18.90505203626505
-O3,-DTIME_REGION=3,-DSIZE=512,1,1.4617722337773862,12288.0,2.4413800025650607,0.7308861168886931,2.0,6.282859294997093,212.4108416547789,0.001427368360952911,0.7944252684484544
-O3,-DTIME_REGION=3,-DSIZE=2048,1,1.0511034658756535,0.32903727877494665,1.7527097867413686,0.5255517329378268,2.0,19.41142854009397,61.95023244102998,59.268866053007464,56.31959181849355
-O3,-DTIME_REGION=4,-DSIZE=128,1,0.3910328665848557,0.0,1.1886234521847474,0.3910328665848557,1.0,97.29232427071513,44.1432942263877,0.0,58.37255060409192
-O3,-DTIME_REGION=4,-DSIZE=512,1,0.1669049632530151,1539.0117647058823,0.5023509861123503,0.1669049632530151,1.0,99.33891439849127,218.36831076995372,0.0004672854696789506,80.7497880261385
-O3,-DTIME_REGION=4,-DSIZE=2048,1,0.037506335451474374,0.014034580874479284,0.11261085869298632,0.037506335451474374,1.0,100.14954848006501,140.7848192454098,78.93464054841431,95.28399265751605
-O2,-DTIME_REGION=1,-DSIZE=128,2,0.304306960800575,0.0,1.2302390298741268,0.304306960800575,1.0,99.2239336492891,46.00274643262284,0.0,55.24225502663055
-O2,-DTIME_REGION=1,-DSIZE=512,2,0.17297627648175673,4104.0,0.6933822691677242,0.17297627648175673,1.0,99.61674349487475,129.97172550526867,0.00029213712916843163,74.92293132936129
-O2,-DTIME_REGION=1,-DSIZE=2048,2,0.03467489345718823,0.016265422482243184,0.13876914090225295,0.03467489345718823,1.0,100.35718970453765,102.956988290797,92.90424045647237,94.1357245919299
-O2,-DTIME_REGION=2,-DSIZE=128,2,0.7816608394374219,0.0,1.851967283140059,0.7816608394374219,1.0,97.96604276525468,44.7710871879806,0.0,49.30310557040928
-O2,-DTIME_REGION=2,-DSIZE=512,2,0.504968202860428,12304.0,1.1824354871083231,0.504968202860428,1.0,99.2708215511066,132.13569518716577,0.00028784847656193775,59.744250575695915
-O2,-DTIME_REGION=2,-DSIZE=2048,2,0.11515422720177153,0.05576621696685563,0.26892629240319343,0.11515422720177153,1.0,99.92153007090819,104.10633662320508,80.68585388330312,86.81870918423587
-O2,-DTIME_REGION=3,-DSIZE=128,2,0.70642004052947,0.0,2.1292343954354043,0.70642004052947,1.0,3.2264452738213114,221.48253068932954,0.0,3.2035527961022723
-O2,-DTIME_REGION=3,-DSIZE=512,2,0.7403726754853791,0.0,2.2232174210208706,0.7403726754853791,1.0,3.1409783290708564,220.18883390509728,0.0,0.5051727010923441
-O2,-DTIME_REGION=3,-DSIZE=2048,2,0.6391219095346908,0.2830688249666335,1.9177912710665868,0.6391219095346908,1.0,9.792257717350191,69.41387649364317,61.149854159641706,49.223346911276884
-O2,-DTIME_REGION=4,-DSIZE=128,2,0.4784966401467339,0.0,1.4526179168104885,0.4784966401467339,1.0,97.27193884581148,3.6256800294485405,0.0,52.26129243451787
-O2,-DTIME_REGION=4,-DSIZE=512,2,0.16690318064766835,32704.0,0.5021826281888991,0.16690318064766835,1.0,99.58268682670429,218.359164179486,2.1978136548115658e-05,78.8715006919029
-O2,-DTIME_REGION=4,-DSIZE=2048,2,0.03755983228791165,0.01401638143387118,0.11276230943734675,0.03755983228791165,1.0,100.12276740493355,141.20044936060935,78.83948122874824,95.28456033908603
-O3,-DTIME_REGION=1,-DSIZE=128,2,0.5605458804358896,0.0,1.418847812065044,0.2802729402179448,2.0,100.44221345763118,54.33127082341742,0.0,61.09243982754523
-O3,-DTIME_REGION=1,-DSIZE=512,2,0.3592196229408426,2052.0,0.9000663306823854,0.1796098114704213,2.0,99.99391352642671,152.07599424793236,0.001000280078421958,77.13465128524246
-O3,-DTIME_REGION=1,-DSIZE=2048,2,0.06866944024733064,0.031109175327873287,0.17176098480604982,0.03433472012366532,2.0,100.594625919914,104.42582354978347,95.70552648678692,95.2252461624023
-O3,-DTIME_REGION=2,-DSIZE=128,2,0.7727365144903736,386.0,1.832590437760991,0.7727365144903736,1.0,97.49562171628722,80.1748398299503,0.015108022359873092,47.962902141103235
-O3,-DTIME_REGION=2,-DSIZE=512,2,0.5304527186968254,6152.0,1.242444920774565,0.5304527186968254,1.0,99.45847966466523,155.27686653301745,0.000488628395661957,58.60324500268778
-O3,-DTIME_REGION=2,-DSIZE=2048,2,0.11729261312614676,0.05549795838894737,0.2739391233739987,0.11729261312614676,1.0,99.97322015081383,106.1210725847431,80.08831077727767,96.74577736377755
-O3,-DTIME_REGION=3,-DSIZE=128,2,1.4446273218904302,0.0,2.4318128379967083,0.7223136609452151,2.0,6.4365019011406845,214.55576559546313,0.0,9.546202680460851
-O3,-DTIME_REGION=3,-DSIZE=512,2,1.4623294421283985,0.0,2.442310624514219,0.7311647210641993,2.0,6.283431382831645,212.03641881638848,0.0,0.3782117316295831
-O3,-DTIME_REGION=3,-DSIZE=2048,2,1.111686832015815,0.3273580978704274,1.853732159258491,0.5558434160079075,2.0,19.194138984543166,61.44135113548991,60.61349222689161,50.20945764711245
-O3,-DTIME_REGION=4,-DSIZE=128,2,0.3502392109329908,0.0,1.0646228886729503,0.3502392109329908,1.0,97.31187358744266,72.37891638080184,0.0,62.66929204235455
-O3,-DTIME_REGION=4,-DSIZE=512,2,0.18343056745102002,523264.0,0.5520897755442281,0.18343056745102002,1.0,99.3314209411091,219.1603740460747,1.3708631851500943e-06,79.10242681670219
-O3,-DTIME_REGION=4,-DSIZE=2048,2,0.03793734246061731,0.014028203355255653,0.11390493223528499,0.03793734246061731,1.0,100.10971459468703,141.73252525966137,78.4519476641784,95.34358098588301
-O2,-DTIME_REGION=1,-DSIZE=128,3,0.31465213331554776,129.0,1.272062046229777,0.31465213331554776,1.0,98.28199052132702,30.644966847498495,0.041858518208455424,54.221849572193534
-O2,-DTIME_REGION=1,-DSIZE=512,3,0.18274760116638522,0.0,0.7325503161917007,0.18274760116638522,1.0,99.62129253351125,159.82921919533626,0.0,74.17483672067912
-O2,-DTIME_REGION=1,-DSIZE=2048,3,0.034460854123402426,0.01584057378593772,0.13791257057138326,0.034460854123402426,1.0,100.35104776306443,104.3272458469286,94.12027402642762,96.45196385385911
-O2,-DTIME_REGION=2,-DSIZE=128,3,0.8231648395588285,0.0,1.9503015560960981,0.8231648395588285,1.0,96.77811902416411,29.770672414825462,0.0,46.10142947585885
-O2,-DTIME_REGION=2,-DSIZE=512,3,0.5298242096431376,0.0,1.240638408245131,0.5298242096431376,1.0,99.2375273725035,163.42851066092413,0.0,58.57700441174789
-O2,-DTIME_REGION=2,-DSIZE=2048,3,0.11833840054588876,0.055511946929007135,0.27636246621958843,0.11833840054588876,1.0,99.9202463306775,104.92933252255108,80.34213831799947,89.06734479249835
-O2,-DTIME_REGION=3,-DSIZE=128,3,0.7060344456095494,768.0,2.1280721662812243,0.7060344456095494,1.0,3.240155381217153,219.46403385049368,0.021496130696474634,2.568338193257394
-O2,-DTIME_REGION=3,-DSIZE=512,3,0.7406913465831069,12288.0,2.2241743379351524,0.7406913465831069,1.0,3.142125614460014,215.92971381748657,0.0014107556006997348,0.15973568265342067
-O2,-DTIME_REGION=3,-DSIZE=2048,3,0.6481414595240219,0.28677072257155484,1.944855926463992,0.6481414595240219,1.0,9.770317391460354,68.01179601244023,61.47586626172523,46.32466762364738
-O2,-DTIME_REGION=4,-DSIZE=128,3,0.37981544131954675,0.0,1.1530419836863766,0.37981544131954675,1.0,97.99154757398018,54.961681265785714,0.0,59.51772846136969
-O2,-DTIME_REGION=4,-DSIZE=512,3,0.18184470341881945,30780.235294117647,0.5471390539825318,0.18184470341881945,1.0,99.33777503803167,218.78076520286828,2.3087898525861104e-05,79.17395916790453
-O2,-DTIME_REGION=4,-DSIZE=2048,3,0.03794154680819115,0.013992151512104044,0.11390829285462346,0.03794154680819115,1.0,100.12071518402787,141.8022794578137,78.60541963944353,95.16728341249039
-O3,-DTIME_REGION=1,-DSIZE=128,3,0.5610029558658648,0.0,1.4200047565657594,0.2805014779329324,2.0,100.34659973706226,50.91710338256312,0.0,60.25889307919682
-O3,-DTIME_REGION=1,-DSIZE=512,3,0.3628461741428447,0.0,0.9091544557984298,0.18142308707142235,2.0,100.08597143922276,155.00562515203114,0.0,76.52045858619627
-O3,-DTIME_REGION=1,-DSIZE=2048,3,0.07021186426427711,0.032241567862284916,0.1756190076352009,0.035105932132138556,2.0,100.61230724212491,104.42874256148689,92.13496075884507,96.37171306242561
-O3,-DTIME_REGION=2,-DSIZE=128,3,0.7837314806002348,0.0,1.8586656514704483,0.7837314806002348,1.0,98.66316403969644,56.925625702621154,0.0,47.817328130452715
-O3,-DTIME_REGION=2,-DSIZE=512,3,0.5281217933670903,6152.0,1.2369846752288656,0.5281217933670903,1.0,99.42902458366376,159.24086016604758,0.0004768796808721176,58.7207001777271
-O3,-DTIME_REGION=2,-DSIZE=2048,3,0.1155111307389056,0.055376930690142094,0.26977843745814994,0.1155111307389056,1.0,100.02021997909966,104.32603428662756,79.62299015293199,88.73933111490066
-O3,-DTIME_REGION=3,-DSIZE=128,3,1.4252326963783455,0.0,2.399164902716966,0.7126163481891727,2.0,6.466920152091254,212.51175917215429,0.0,7.837735958477107
-O3,-DTIME_REGION=3,-DSIZE=512,3,1.4620901982219148,6144.0,2.441911051122737,0.7310450991109574,2.0,6.281524423383137,211.33576199149968,0.002878940549877645,0.4209101624519876
-O3,-DTIME_REGION=3,-DSIZE=2048,3,1.1091755276598119,0.33149719014451406,1.8495445719701107,0.5545877638299059,2.0,19.193298163489466,61.55750055588197,59.780348487124,52.866251077736
-O3,-DTIME_REGION=4,-DSIZE=128,3,0.45048770027125373,0.0,1.3693482225185396,0.45048770027125373,1.0,97.28822368232836,24.477660365411072,0.0,54.65858599504689
-O3,-DTIME_REGION=4,-DSIZE=512,3,0.18189882650368805,0.0,0.5474795351370919,0.18189882650368805,1.0,99.33916297001151,218.9176578950864,0.0,79.24123859140639
-O3,-DTIME_REGION=4,-DSIZE=2048,3,0.03785487940705173,0.014031417289473623,0.11365734214468821,0.03785487940705173,1.0,100.11765108629886,141.19195815382457,78.69460185569126,95.00834759080142
-O2,-DTIME_REGION=1,-DSIZE=128,4,0.26917057902973396,0.0,1.0881911841418883,0.26917057902973396,1.0,98.67298578199052,60.945004803073964,0.0,60.33678925404278
-O2,-DTIME_REGION=1,-DSIZE=512,4,0.178713293679144,4104.0,0.7163786498796358,0.178713293679144,1.0,99.61674349487475,147.22868091680905,0.00025885209450172264,73.80265168679995
-O2,-DTIME_REGION=1,-DSIZE=2048,4,0.0340232233451926,0.016248086634655202,0.13616116924604335,0.0340232233451926,1.0,100.36554571535427,103.1034952242972,92.81847671055927,96.59999082358101
-O2,-DTIME_REGION=2,-DSIZE=128,4,0.809980491483467,0.0,1.9190642469548682,0.809980491483467,1.0,96.76652952425103,45.02065991975567,0.0,45.25975835669438
-O2,-DTIME_REGION=2,-DSIZE=512,4,0.5165641024631809,12304.0,1.2095878342520487,0.5165641024631809,1.0,99.2718254491729,145.55885021773878,0.000260941948244774,59.33078415204298
-O2,-DTIME_REGION=2,-DSIZE=2048,4,0.11685285810564695,0.055998931683250916,0.2728931936033856,0.11685285810564695,1.0,99.9171322923761,103.91147832173388,80.34727571424094,88.00437521628488
-O2,-DTIME_REGION=3,-DSIZE=128,4,0.7034778875053671,0.0,2.1203663947330758,0.7034778875053671,1.0,3.2416787264833573,222.60338345864662,0.0,3.10576785458709
-O2,-DTIME_REGION=3,-DSIZE=512,4,0.7405546400489665,0.0,2.223763830688827,0.7405546400489665,1.0,3.1397416764805444,220.57948126100953,0.0,0.5074626865671642
-O2,-DTIME_REGION=3,-DSIZE=2048,4,0.6373965711340156,0.292896142300616,1.912614107093504,0.6373965711340156,1.0,9.712445884562436,69.62814722897792,59.08165133415717,49.67966330555779
-O2,-DTIME_REGION=4,-DSIZE=128,4,0.4166212156524483,0.0,1.2647767854640048,0.4166212156524483,1.0,98.51443724977794,39.31209948171282,0.0,56.270598119329144
-O2,-DTIME_REGION=4,-DSIZE=512,4,0.16689730010845916,0.0,0.5021649346696757,0.16689730010845916,1.0,99.33926799911039,218.1680351797175,0.0,80.69005721808308
-O2,-DTIME_REGION=4,-DSIZE=2048,4,0.03755246524274098,0.014061380306041992,0.11274019211570464,0.03755246524274098,1.0,100.15486650831447,140.8640007676808,78.73409576913109,95.29198619559548
-O3,-DTIME_REGION=1,-DSIZE=128,4,0.5638381423937169,0.0,1.4271811507597747,0.28191907119685844,2.0,99.30680052587546,54.8441449031171,0.0,61.42393716919925
-O3,-DTIME_REGION=1,-DSIZE=512,4,0.3422076416158763,0.0,0.8574408430115148,0.17110382080793815,2.0,99.99695676321335,129.64583254079963,0.0,78.14233636555514
-O3,-DTIME_REGION=1,-DSIZE=2048,4,0.06905863222946489,0.03205846876416383,0.17273446002135998,0.03452931611473244,2.0,100.63890059152874,103.14865099081403,93.87818519394024,92.97379294986638
-O3,-DTIME_REGION=2,-DSIZE=128,4,0.7514867598521605,386.0,1.782195385340776,0.7514867598521605,1.0,97.48978400467017,96.63473053892216,0.012457178449081284,47.43638493011088
-O3,-DTIME_REGION=2,-DSIZE=512,4,0.5163283625345632,6152.0,1.209361703801766,0.5163283625345632,1.0,99.41958385257354,145.75402718850773,0.0005207695933049861,59.18725702524479
-O3,-DTIME_REGION=2,-DSIZE=2048,4,0.11682644988497934,0.05615080135489161,0.27285039027963714,0.11682644988497934,1.0,99.98722845300891,104.18700979657585,80.03403751255614,87.7681856561287
-O3,-DTIME_REGION=3,-DSIZE=128,4,1.4403094414815683,192.0,2.4245443356971226,0.7201547207407841,2.0,6.454752851711026,218.0018850141376,0.08708904855214457,12.386450213913145
-O3,-DTIME_REGION=3,-DSIZE=512,4,1.4617776679052115,0.0,2.4413890783777603,0.7308888339526057,2.0,6.281333727438286,213.28819939888882,0.0,1.5284471846497285
-O3,-DTIME_REGION=3,-DSIZE=2048,4,1.0588902083149423,0.32577691982667917,1.7656942250738505,0.5294451041574711,2.0,19.398773304520027,62.32815176967114,59.54897085232766,54.703493941360314
-O3,-DTIME_REGION=4,-DSIZE=128,4,0.3700582555490029,16256.0,1.1248668815532157,0.3700582555490029,1.0,98.21428826864016,56.06755581102705,0.00018542297297923725,60.059521819331685
-O3,-DTIME_REGION=4,-DSIZE=512,4,0.15189832101917744,54.383454153350485,0.4571839740038023,0.15189832101917744,1.0,99.3426561442932,217.47518561411292,0.013272185664273168,82.41437118882362
-O3,-DTIME_REGION=4,-DSIZE=2048,4,0.037533704591782104,0.014079263747966165,0.11269303276885134,0.037533704591782104,1.0,100.14441300111396,140.73864768168573,78.71333101812195,95.32580745182484
-O2,-DTIME_REGION=1,-DSIZE=128,5,0.3000054506804266,0.0,1.2128490706589872,0.3000054506804266,1.0,98.24644549763033,55.36661842739991,0.0,55.54061665364559
-O2,-DTIME_REGION=1,-DSIZE=512,5,0.172845826886997,1368.0,0.692859356789991,0.172845826886997,1.0,99.69445623824832,126.56567269740594,0.0009005331156044378,74.68203740860241
-O2,-DTIME_REGION=1,-DSIZE=2048,5,0.034276391683856315,0.016126509277760232,0.1371743424763493,0.034276391683856315,1.0,100.38359079839165,103.13910246513669,93.61245565276573,93.65945662476157
-O2,-DTIME_REGION=2,-DSIZE=128,5,0.7420958560507067,0.0,1.7582270685952026,0.7420958560507067,1.0,96.76073477429449,77.75781530722242,0.0,49.539644632691996
-O2,-DTIME_REGION=2,-DSIZE=512,5,0.509081223518216,3076.0,1.1920659056204415,0.509081223518216,1.0,99.24921133268757,130.32062552928085,0.0011673378859510886,59.645801897831554
-O2,-DTIME_REGION=2,-DSIZE=2048,5,0.11625750384352863,0.05641184501887355,0.27150284706013206,0.11625750384352863,1.0,100.19349076843102,102.85441258786673,80.59220601734611,87.83896390624743
-O2,-DTIME_REGION=3,-DSIZE=128,5,0.7044962662500538,384.0,2.1234359099313447,0.7044962662500538,1.0,3.2340620001523344,219.59491285916158,0.043122035360069,2.710372801674096
-O2,-DTIME_REGION=3,-DSIZE=512,5,0.7374934121561427,1365.3333333333333,2.21457240438952,0.7374934121561427,1.0,3.1470842054573107,218.63466957549315,0.012468655186267854,0.16185933804594704
-O2,-DTIME_REGION=3,-DSIZE=2048,5,0.644029739098826,0.28631718750682633,1.9325180275078322,0.644029739098826,1.0,9.705516225023954,68.99509066366318,60.98500861471785,49.184776920163046
-O2,-DTIME_REGION=4,-DSIZE=128,5,0.43738781622450396,2709.3333333333335,1.327819936724094,0.43738781622450396,1.0,97.28438160643773,24.260976490728176,0.0025524963414219107,55.12930654845298
-O2,-DTIME_REGION=4,-DSIZE=512,5,0.18187585706273404,80502.15384615384,0.5472327885155844,0.18187585706273404,1.0,99.33786679808624,219.0392051790809,8.907385951329118e-06,79.16431960531713
-O2,-DTIME_REGION=4,-DSIZE=2048,5,0.037854554141390065,0.013931531809307927,0.11364712364169038,0.037854554141390065,1.0,100.1428130911657,141.9236097232481,78.8931276258562,95.33451459727411
-O3,-DTIME_REGION=1,-DSIZE=128,5,0.5600135662201119,0.0,1.4175004239443785,0.28000678311005595,2.0,99.258993665591,50.89704996989766,0.0,62.66237069696455
